,elements,temp,conv,comp,filename,flow,support,bet,pressure,selectivity,title
4,MgAlCuZnOZrO2,523.0,7.5,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,59.5|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
5,MgAlCuZnOZrO2,523.0,6.33,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
6,MgAlCuZnOZrO2,523.0,6.33,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,68.6|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
7,CuZnOZrO2,513.0,17.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
8,CuZnOZrO2,513.0,17.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,41.5|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
9,MgAlCuZnOZrO2,513.0,15.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
10,MgAlCuZnOZrO2,513.0,15.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,31.0|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
11,MgAlCuZnOZrO2,513.0,14.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
12,MgAlCuZnOZrO2,513.0,14.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,13.0|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
13,CuZnZr,513.0,19.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
14,CuZnZr,513.0,19.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,50.0|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
15,MgAlCuZnOZrO2,513.0,16.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
16,MgAlCuZnOZrO2,513.0,16.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,48.7|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
17,MgAlCuZnOZrO2,513.0,18.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
18,MgAlCuZnOZrO2,513.0,18.0,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnOZrO2,"['152.3', 'm2g−1']",3.0|Mpa,51.2|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
19,CuZnO,523.0,2.3,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnO,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
20,CuZnO,523.0,2.3,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZnO,"['152.3', 'm2g−1']",3.0|Mpa,100|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
21,CeO2Pd,533.0,5.2,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,CeO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
22,CeO2Pd,533.0,5.2,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,CeO2,"['152.3', 'm2g−1']",3.0|Mpa,84.7|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
23,CuZrO2La,493.0,6.2,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZrO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
24,CuZrO2La,493.0,6.2,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,ZrO2,"['152.3', 'm2g−1']",3.0|Mpa,66|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
25,Pd,523.0,1.34,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,SiO2,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
26,Pd,523.0,1.34,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,SiO2,"['152.3', 'm2g−1']",3.0|Mpa,58.9|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
27,Cu3O7,513.0,3.4,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,CuO,"['152.3', 'm2g−1']",3.0|Mpa,,Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
28,Cu3O7,513.0,3.4,{'H2': '1.0'},Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) ,2000.0|h−1.,CuO,"['152.3', 'm2g−1']",3.0|Mpa,50.7|SMeOH(%),Improved methanol yield and selectivity from CO2 hydrogenation using a novel Cu-ZnO-ZrO2 catalyst supported on Mg-Al layered double hydroxide (LDH) 
0,Ca,542.15,48.9,2|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
1,Ca,542.15,64.0,2|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
2,Ca,543.15,72.3,3|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
3,Ca,543.15,79.5,3|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
4,Ca,543.15,49.0,2|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
5,Ca,543.15,64.1,2|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
6,Ca,543.15,72.6,3|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
7,Ca,543.15,79.8,3|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
8,Ca,543.15,49.0,2|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
9,Ca,543.15,64.1,2|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
10,Ca,543.15,72.6,3|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
11,Ca,543.15,79.8,3|H2/CO2,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml,36.1|kg/s.,,,82|bar,,C:\Users\Koen\Documents\Masterproject\CO2 hydrogenation\allxml\\101016jjece2020104314.xml
0,CuZr,,3.93,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
1,CuZr,,4.14,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
2,CuZr,,9.45,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
3,CuZr,,14.34,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
4,CuZr,,16.18,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
5,CuZr,,18.87,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
6,CuZr,,20.11,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
7,CuZr,,23.01,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
8,CuZr,,9.45,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
9,CuZr,,14.34,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
10,CuZr,,25.99,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
11,CuZr,,23.01,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
12,CuZr,,20.87,{'H2O': '3.0'},Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts ,10.0|min,SBA,,50|bars,,Time evolution of the CO2 hydrogenation to fuels over Cu-Zr-SBA-15 catalysts 
